days,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27,Cell28,Cell29,Cell30,Cell31,Cell32,Cell33,Cell34,Cell35,Cell36,Cell37,Cell38,Cell39,Cell40,Cell41,Cell42,Cell43,Cell44,Cell45,Cell46,Cell47,Cell48,Cell49,Cell50,Cell51,Cell52,Cell53,Cell54,Cell55,Cell56,Cell57,Cell58,Cell59,Cell60,Cell61,Cell62,Cell63,Cell64,Cell65,Cell66,Cell67,Cell68,Cell69,Cell70,Cell71,Cell72,Cell73,Cell74,Cell75,Cell76,Cell77,Cell78,Cell79,Cell80
9.816,3.047,4.1074,0.9745,1.7195,1.9772,0.8013,6.2255,3.4497,3.5195,1.3315,2.3678,3.5436,1.4577,5.2617,1.3852,1.2161,0.6765,4.3436,1.5705,3.6644,3.5141,3.2295,3.294,3.9785,11.1289,3.9544,2.0403,4.2711,2.6255,0.6953,0,1.8789,1.8226,8.3702,2.942,1.1853,1.4838,4.8575,1.8301,2.708,0.7018,1.9026,0.7585,1.9992,2.1598,0.9443,3.5537,5.784,1.2578,0.6135,0.9608,2.3531,0.8632,2.9094,1.0811,2.4503,1.8785,4.1093,5.3013,2.4664,,4.3268,3.1832,0.4127,0.9112,0.7581,1.5313,2.6435,4.1737,1.0968,7.0812,2.249,0.4122,1.4275,0.8315,1.8462,1.1454,1.5482,0.6937,0.9353
9.836,3.2966,4.4537,1.5302,1.9933,2.0577,0.5597,6.4027,2.6926,3.0443,1.4846,1.9732,3.3584,1.4819,4.3275,1.1034,1.2483,1.4174,3.8765,1.5221,3.8658,3.055,2.1503,4.2926,3.5114,9.5664,4.051,1.9678,4.3114,3.2215,2.1047,0,2.789,1.5165,9.0548,3.095,0.9276,1.2744,3.9474,1.7818,2.7482,0.4682,1.3711,1.3786,2.0718,2.5384,0.8395,3.5054,4.3101,1.3948,0.8632,0.5742,2.7558,1.1048,2.845,0.7027,1.6047,2.4664,4.8906,5.2127,2.8772,,3.0301,3.4489,0.308,0.5568,0.9836,1.0964,1.7576,4.367,1.733,7.4194,1.8463,0.9115,1.3872,1.4436,2.3214,1.677,1.9107,0.8226,1.2897
9.857,3.4094,3.8577,1.2725,2.9839,2.5973,0.2698,4.7195,2.894,1.9973,0.8161,1.1436,3.6403,2.6738,2.757,1.047,1.6591,1.2644,3.1758,1.2,3.8416,3.4497,2.0617,5.1302,3.9705,8.3423,4.6631,1.9114,4.1987,1.8926,1.8148,0,2.1286,1.4279,9.9487,1.8064,1.0082,1.3469,2.8521,1.0086,2.1523,0.3796,1.6852,0.9921,2.9094,3.7544,1.7576,5.559,3.7706,1.7572,1.1692,0.9205,3.0296,0.678,2.3295,1.1537,1.1537,1.9992,4.6086,4.6731,2.9818,,2.9013,3.3684,1.6288,0.5004,0.7742,0.9514,2.2006,5.1966,1.886,6.6865,1.6288,0.7504,1.6127,1.7899,1.7415,1.7897,1.4516,0.6051,1.483
9.878,2.5557,4.5342,1.2081,2.7745,3.1772,0.0201,4.1557,2.6201,1.4094,0.6792,1.345,2.8993,2.3195,2.6443,1.6268,0.6121,1.6671,2.9181,1.2886,3.8174,3.5785,2.2792,6.0725,3.9785,6.8443,5.5329,2.3866,3.8443,2.1584,2.5557,0.2919,3.6105,1.7742,8.1528,1.2427,1.4108,1.4999,2.5783,0.767,2.6677,0.7984,2.3939,0.9115,3.2637,3.8672,1.7576,6.3886,3.0136,2.3612,0.7585,1.597,3.1021,0.8874,2.9738,1.3711,1.516,1.5886,3.747,4.053,3.747,,3.0382,2.8207,1.4436,0.9595,0.2669,1.5716,2.6597,4.5925,1.1773,6.1388,1.5725,0.7101,1.967,2.5228,1.8543,1.2904,2.2006,0.3554,1.491
9.899,1.7987,4.6309,1.2564,2.6779,3.5557,0.2779,4.349,1.8309,1.8846,1.4121,1.0711,2.9477,2.4242,2.9745,1.2886,0.6282,1.7074,2.5799,0.7329,3.7369,2.6926,1.8523,7.8362,3.5678,6.4255,5.4846,3.0872,4.3839,2.4483,2.8779,0.5174,5.189,1.8628,8.1608,1.9031,0.6216,0.2758,2.6749,1.4355,3.8516,0.8709,2.2007,0.6699,2.9979,3.086,2.1442,7.355,1.8619,2.6914,1.2015,0.8158,2.2081,0.541,2.8529,0.7349,1.7576,1.9752,3.8758,4.367,3.4892,,2.9255,2.2892,1.6771,0.7179,0.2669,0.887,1.8946,4.7133,0.6457,5.0113,1.5564,0.8551,2.2248,2.2892,1.2664,1.8542,2.7402,0.1138,0.2266
9.92,2.2899,4.2604,1.6188,2.8389,3.4993,0.8577,4.2846,1.7745,1.7718,1.5893,1.9168,1.6107,2.1826,2.7812,1.5544,1.0872,1.7396,2.5799,1.0148,4.0993,2.9101,2.0698,9.6242,3.5517,5.6685,5.8067,3.3369,4.4242,2.5772,3.1919,1.9348,5.1085,1.8226,9.6991,2.7648,0.4605,0.759,1.8695,1.2261,3.0704,0.6454,3.1751,0.984,4.0691,3.6981,2.3536,9.0141,2.4659,2.8122,0.8632,0.3165,2.3371,0.3397,2.7805,0.2033,1.1215,2.6033,3.0946,4.2543,3.465,,2.5308,2.6758,1.2583,0.9514,0.5971,0.5487,2.0476,4.5039,0.9921,4.0691,1.9107,0.3236,2.112,3.6986,1.2422,2.3132,2.9013,0.2508,0.3796
9.941,1.9356,4.7356,1.4658,2.9114,4.1839,0.9785,4.0671,2.8698,1.1678,2.5477,1.8121,1.5705,2.9154,2.8779,1.3369,1.3611,2.6497,2.7973,1.9409,3.9785,3.1275,1.6349,9.5597,3.6966,6.2403,7.0872,3.5141,5.3342,3.0282,3.7477,0.8395,7.436,2.0803,8.5796,2.5554,1.0082,1.0409,1.636,0.8637,2.7482,0.4279,3.3604,1.5961,5.3818,3.7303,2.3456,9.2154,1.8619,4.5115,0.4685,0.1957,2.5384,0.7424,3.2234,0,1.0409,2.3536,2.5147,3.9966,3.5939,,2.6194,3.1912,1.2181,1.0883,0.4199,0.9353,2.2489,4.2462,0.9115,3.6664,2.8046,0.6216,1.8624,4.9147,1.3066,1.1938,1.806,0.5246,0.5648
9.961,1.6698,4.0832,1.4013,2.4201,4.2966,0.8899,2.9074,1.847,1.7718,2.5396,0.9101,1.7638,2.5047,1.8148,1.2403,1.2644,1.8201,2.0886,1.3691,4.0107,3.0228,1.6671,9.5758,2.7705,5.8859,6.6926,5.7852,4.3034,3.3503,3.2,1.3872,7.6454,1.9675,7.6132,3.4655,1.878,0.5013,1.1206,0.8315,3.014,0.7823,3.7227,1.0565,5.8409,2.9733,2.2651,7.8866,1.6605,5.0591,0.2028,0.6467,2.1759,1.129,3.4006,0.0101,0.9121,1.6449,3.0382,4.1496,3.2395,,2.9738,2.9496,1.8624,0.5407,0.0816,0.6212,2.0637,4.5362,0.7102,4.0771,3.3282,0.8229,1.2181,5.1322,0.5254,0.8474,1.5563,0.4763,0.6051
9.982,1.855,3.0685,1.5624,2.3396,3.8456,0.9141,2.1584,1.7987,1.7074,2.3141,1.3289,1.8362,1.8362,1.549,1.2725,0.7812,1.949,2.0081,0.9664,4.0993,2.5235,1.3852,9.9463,2.8188,4.9758,5.5329,6.3651,4.1342,3.2617,3.1436,1.6449,6.8561,1.9514,7.138,3.2158,2.337,0,0.9917,1.0167,3.167,0.8226,3.9886,1.0726,6.6221,2.6672,2.5711,8.402,1.1773,5.3169,0.5169,0.9447,1.9988,1.1129,3.465,0,0.606,2.249,3.3443,3.1993,2.7241,,1.661,3.1993,1.7737,0.2185,0,0.7581,4.9227,5.3335,1.29,3.6744,3.5294,0.7988,2.5308,5.4784,0.8878,0.6783,1.7093,0.444,0.9353
10.003,1.3477,2.3758,1.5302,1.7839,4.055,0.9946,2.2228,1.8953,0.8617,2.4832,1.4013,1.0711,1.6349,1.8953,1.2242,0.9584,1.9168,2.0644,0.5879,3.4711,3.3369,1.6752,9.9544,2.6577,4.0336,5.5087,7.106,4.3195,3.753,3.0792,0.5496,6.687,1.7984,7.5085,2.6118,2.5142,0.4207,1.0481,1.0892,3.6341,1.1528,4.7214,0.8391,6.0261,2.5947,3.2637,9.5536,0.8471,6.533,0,1.3071,1.8055,0.7263,2.7885,0,1.0731,1.6852,3.5859,3.7953,2.3053,,1.2986,2.4906,1.8785,0.8628,0.0252,1.0561,2.4986,5.1321,1.6283,3.7953,3.151,0.7746,2.2168,5.0033,1.9348,1.8703,1.5241,0.887,0.734
10.024,1.9758,2.3034,2.0295,1.8081,4.9812,1.2926,1.6752,1.4604,0.9181,2.3383,1.047,0.6604,2.851,1.9839,1.6107,1.6268,2.5208,1.404,0.6362,2.1987,2.9745,1.4416,9.5034,2.7624,3.6631,6.2013,8.0403,4.7463,4.2685,3.6671,0.8717,7.0897,2.6279,7.3313,2.7729,3.4645,1.0086,0.2346,1.6127,4.1657,1.644,4.3268,1.0887,5.9778,1.9102,2.5228,10.2382,0.5491,7.2981,0.1947,1.7098,2.0148,0.7424,2.0879,0.4207,0.5657,1.0167,4.4074,3.4731,2.0798,,1.3872,1.9831,2.0154,1.0562,0.742,1.0722,1.8382,4.4637,1.3867,3.5376,4.4154,0.5652,1.8865,3.8999,2.5791,1.9025,1.7657,0.5971,0.2749
10.045,1.7584,2.1503,2.1342,1.5262,3.7007,1.3812,2.4644,1.3879,1.3047,2.1128,1.0872,1.5463,2.0859,1.9195,1.7879,1.7557,3.6322,1.3074,0.7087,2.4161,1.8872,0.8779,7.949,2.6336,2.9221,6.0483,8.4349,4.3517,4.5503,4.1503,2.0959,8.483,2.3138,6.0024,2.2091,3.5853,0.4046,0.4601,1.4274,4.1174,1.644,5.1805,1.1048,6.2275,1.5236,3.2476,9.5375,0.8712,6.6216,0.9115,1.3957,1.9102,1.0082,2.1362,1.0167,0,1.057,4.504,3.6503,1.6288,,0.7429,1.355,0.9523,1.0319,0.7662,0.8628,2.2006,3.2395,1.4672,2.6678,4.3752,0.4283,2.7563,3.4892,2.6597,1.4676,1.3711,1.2011,0.1944
10.066,1.4362,2.2309,1.8685,1.6792,3.145,0.7933,2.1826,2.0242,0.3383,1.9275,1.2725,1.4416,2.247,1.5893,2.0134,1.949,3.8819,1.7664,0.8859,2.4081,1.8953,0.451,8.8188,2.6577,3.3087,5.1463,8.5154,4.0779,4.0752,4.102,1.4838,10.2709,1.887,5.9219,2.3944,4.1249,0.5013,1.04,0.7026,4.3509,1.5152,6.01,0.3558,5.6154,1.3706,4.5845,8.9658,1.3061,6.4122,0.6941,1.1138,2.1115,1.1773,2.6194,0.3563,0,1.8543,4.7858,3.296,1.347,,1.3711,1.967,2.2248,0.9837,0.5971,0.2669,2.861,3.2395,0.9035,2.3697,4.6168,0.4363,2.3697,3.8597,2.4019,1.4998,1.4597,1.8937,0.6132
10.087,0.8886,1.7718,2.1181,1.655,3.4752,1.9691,1.2644,0.8,0.9262,1.9678,1.2805,0.8859,1.3369,1.8067,2.3919,1.8604,3.3423,1.8148,1.0872,2.4483,1.9517,1.1034,7.7235,2.8993,3.1477,4.7356,8.6926,4.1101,3.3101,4.3356,1.0972,12.9125,2.7568,5.5272,2.0239,3.3679,0.5899,0.6937,0.8717,3.1751,1.1206,7.2423,0.6135,5.6315,1.2981,4.8745,9.4973,1.6605,6.8069,0.6538,1.742,1.4028,0.9599,2.4825,0.0825,0.8476,2.0718,4.7939,3.4892,1.5966,,1.2503,2.5389,2.0074,0.8306,0.8226,0.5568,2.4664,3.2073,0.9196,3.006,5.5268,0.8712,2.2812,5.2127,2.0637,1.3387,1.0328,2.3286,0.3554
10.107,0.8483,1.9168,2.1181,1.4617,3.153,2.3638,1.0389,1.0336,1.1758,1.5651,0.7973,0.5638,1.9812,1.847,2.1745,2.1181,2.8832,1.3477,0.8054,1.3128,1.2671,1.0309,6.8698,1.8523,2.0926,4.2685,9.353,2.8295,2.9477,3.8926,1.2261,13.283,3.0306,4.8346,1.8548,3.5612,0.912,0.8065,1.21,3.0543,1.3863,6.5013,0.7343,5.1644,1.3061,4.5603,7.7416,1.3223,6.533,1.0484,1.4682,1.3303,0.7263,2.4262,0.7107,1.3872,1.4033,5.2127,2.4584,2.0315,,1.0489,2.2007,2.3939,1.3702,1.04,0.5648,2.8288,3.5617,1.5558,3.0784,5.1,1.3142,3.5215,4.3348,2.5469,0.9683,0.9039,2.6508,0.3635
10.128,1.1785,2.4403,1.7315,1.5826,2.4765,2.6698,1.1597,1.9839,1.2805,1.6779,0.4188,1.0148,2.0134,1.4685,2.1342,2.1181,2.9477,1.4685,0.306,1.3289,2.2336,1.6913,5.0899,1.8846,2.4631,3.9383,9.353,2.3946,2.1826,2.9584,2.708,13.7098,2.2736,4.6655,2.9662,4.8498,1.0086,0.1783,0.8315,3.4489,1.781,7.8221,0.8068,5.3174,1.3061,5.5993,6.2677,1.2417,9.3759,0.7021,2.3863,0.8793,0,1.8543,1.8543,1.0248,0.8315,5.5268,2.0879,1.1939,,1.1376,1.21,2.9577,1.6843,0.7742,0.6132,3.312,3.8677,2.031,2.2651,4.7939,0.9921,2.6194,3.7309,2.5066,1.7334,0.3402,2.3528,1.0078
10.149,1.1946,1.9812,1.8443,1.0752,2.3718,2.5812,1.6832,1.847,0.3946,2.6604,0.6604,1.4094,1.6993,0.9772,2.706,1.7315,2.9396,1.2591,0.5074,1.6027,1.6376,0.306,5.847,1.2805,1.8268,3.0685,9.0711,2.6362,1.9168,2.8698,2.1603,15.3528,1.5487,3.5541,2.2252,5.1478,0.7831,0.4199,1.2825,2.0556,2.7071,8.3376,2.1196,5.3657,1.0967,5.7926,5.8489,1.6202,8.8283,0.9276,2.2574,0.7021,0.7424,1.5321,1.9348,1.0409,0.606,5.1241,1.7737,1.0087,,0.9845,1.5482,2.9818,1.9984,0.9353,0.8548,2.5469,2.8771,2.0229,2.7241,4.8986,1.0645,3.0623,4.2221,2.0315,1.379,0.6221,2.3447,0.887
10.17,1.4282,1.804,1.4577,1.2846,1.7839,3.2255,1.1517,1.7342,0.749,2.0805,1.1517,1.1275,2.3034,1.0255,2.843,1.8443,2.7383,0.655,0.5477,1.4577,1.5248,0.0725,5.2752,1.3611,1.4966,2.6255,9.643,2.5879,1.9732,3.0228,0.7429,14.1366,1.5407,3.1675,1.5568,5.5666,0.1872,1.04,1.218,1.7818,2.8199,7.7818,1.5799,5.0274,0.2269,7.6046,5.6315,1.0324,8.0874,1.0162,2.2736,1.4833,0.5169,2.112,1.9187,0.6301,1.3309,3.4248,1.2422,1.0087,,1.1376,2.112,2.9899,1.8776,1.4105,0.291,3.0462,1.6127,1.8538,2.7644,4.4557,1.0565,3.8355,5.0758,2.6758,0.7428,0.8556,1.2897,1.0481
10.191,1.4121,1.2886,1.4094,1.0591,1.4215,3.7007,0.5074,1.9678,1.8926,2.5477,0.7893,1.506,1.8121,0.7597,3.3826,1.4577,2.3275,0.8403,0.9423,1.6349,1.9034,1.1919,4.0591,1.0148,1.0456,2.2792,10.1987,2.6926,2.8349,3.0309,1.1294,12.8319,2.6923,3.3608,1.7903,4.8014,0.6784,0.4279,0.8637,1.6368,2.6749,7.7335,1.6202,4.1819,0.4122,9.6503,5.1322,0.7826,7.0968,1.4028,2.7326,0.9357,0.5169,1.8141,1.4999,0.163,1.7899,3.3362,1.6771,0.6946,,1.355,1.7658,3.006,2.0951,1.3219,0.4199,3.3362,1.7899,2.0712,2.3456,4.8101,1.7007,3.7792,5.0597,2.5227,0.5817,1.057,1.4105,0.9595
10.212,1.2268,0.9342,2.0698,0.5195,1.8483,3.3624,0.2416,1.5812,0.9262,3.4336,0.2013,0.6926,1.1517,1.5893,2.9557,1.5946,2.0295,1.3235,0.7168,1.5141,1.6617,1.6671,3.3101,1.2081,1.6336,2.0134,9.2805,2.7007,2.698,2.9262,0.0986,11.793,3.5138,3.7152,2.8615,4.4712,0.7912,0.581,1.0328,2.3617,2.5622,7.0892,1.6122,3.6503,0.6538,7.4194,4.5764,0.7666,6.6054,1.894,3.1917,0.3236,1.3061,1.2825,1.661,0.5818,1.0731,3.5778,2.5228,1.0328,,0.6623,2.0315,3.1993,2.2239,1.7246,0.9675,3.4167,2.4583,2.3692,1.7013,5.4623,1.6847,4.2785,4.2302,2.6274,1.387,1.2825,1.9581,0.8226
10.232,1.549,1.651,1.9651,0.7852,1.3893,3.4832,0.1369,1.5409,0.9745,4.4725,0.4591,0.1128,1.3047,1.7423,2.9718,2.0698,2.9315,1.2188,0.6926,1.9087,1.4443,1.4174,3.455,1.2,1.0054,1.9651,9.3289,2.1611,2.2631,2.3221,1.2905,13.2266,3.385,3.3205,3.4736,3.6417,0,1.0642,1.5724,1.9831,2.8199,7.0007,1.7894,3.7388,0.4042,7.1778,4.3026,0.678,6.4041,1.3464,4.5125,0.5169,0.5652,1.8302,2.3456,0.8315,0.759,2.845,1.2342,0.8315,,1.1456,1.9107,3.3039,2.0709,2.087,0.6373,3.6905,1.1214,2.49,2.4584,5.406,1.29,4.3026,3.4167,2.9335,2.1119,0.7509,1.7246,0.2508
10.253,1.2591,1.2966,2.1584,1.2604,0.6242,3.1772,0.8859,2.4188,0.9342,3.4013,0.6685,0.3383,1.4013,1.4846,3.3664,1.9651,2.7705,0.8966,0.596,1.7477,2.3302,1.1678,3.294,0.6523,0.796,1.1517,10.1262,1.5168,2.094,2.0322,1.5805,11.1729,3.8118,4.142,3.4091,3.4565,0.2516,0.8709,0.6704,1.2744,2.9648,7.4033,2.2565,4.359,0,7.508,3.2234,0.38,4.9383,0.6538,5.0199,0.396,0.2511,1.9831,2.8529,0.308,0,1.798,1.1698,0.6462,,1.4999,1.3631,3.3684,2.3125,2.5461,0.0897,4.2946,0.2033,1.7088,2.2651,4.5442,1.6283,3.7309,3.4328,2.2006,1.5481,1.2744,1.185,0.0736
10.274,1.4523,0.8537,1.5383,1.4456,0.8094,2.9758,0.6846,3.1195,0.9584,3.9087,1.0631,0.9181,1.2483,1.6134,3.455,2.1584,2.5289,0.8242,1.0631,2.0054,1.549,1.4174,2.8349,0.2899,1.5772,0.9262,10.5208,2.3544,1.8443,1.098,1.5805,9.2239,3.8521,3.997,2.7326,2.6592,0.5415,0.8467,0.7509,1.2422,3.0695,7.7738,2.3209,2.6839,0.3719,6.6141,2.4745,0.4042,3.4001,1.145,6.3165,0.8149,0.3317,1.0087,2.0637,0.7107,0.4933,1.7819,1.2744,1.1778,,1.2905,1.7335,3.602,1.5877,2.1273,0.6293,3.7066,1.218,0.9276,1.5643,4.1415,2.1276,3.2476,2.9255,1.7496,1.1938,1.2744,1.2897,0.3393
10.295,2.3544,1.3369,1.7154,1.3409,1.043,2.855,0.0644,3.7718,1.4497,4.5128,1.353,1.4174,0.9503,1.5732,4.3007,1.6349,2.5289,0.5262,0.9584,1.4013,1.3799,1.6671,2.0859,0.5718,2.4389,1.4577,8.902,2.8456,1.8765,0.8725,2.5469,7.9756,3.5138,2.934,3.5219,2.1035,0.461,0.7259,0.6784,2.265,3.8185,8.3537,3.5048,2.0235,1.2175,5.4382,2.1442,0.8712,3.1746,1.7652,6.1313,1.0726,0.8954,1.3066,2.3778,0.5899,1.8302,2.4825,1.4436,1.057,,0.8878,2.0476,3.7792,1.7085,2.4897,0.4843,3.6825,1.7254,1.0726,1.653,3.7066,1.9827,2.9255,3.0946,2.1442,1.234,0.3321,1.8132,0.9997
10.316,1.4282,0.451,2.4322,1.043,1.196,2.251,0.2013,4.0295,2.0376,3.8201,1.5141,1.5705,0.749,2.2497,3.8336,2.0376,1.9248,1.1383,1.3852,1.4094,1.3154,1.2644,2.6899,0.8779,2.0443,0.604,7.7262,3.1275,1.2644,1.3477,1.9348,7.7823,3.9085,2.4507,2.8373,1.3223,1.0409,0.6293,1.0328,1.6288,3.6816,7.1456,4.4874,1.8463,0.5008,4.7375,1.4838,1.741,3.0779,2.0954,6.687,1.0484,0.8712,0.7751,1.7737,0.6221,2.6758,2.0154,0.6946,0.5416,,0.7671,0.6221,3.6825,2.385,2.7474,0.7903,3.8435,0.9925,1.1129,1.7415,2.1281,1.8699,3.4167,2.6919,2.0395,0.8394,0.8395,1.8212,0.9917
10.337,1.5007,0.4913,2.1262,1.3409,0.9544,1.8564,0.6282,5.1893,2.7705,4.7946,1.3933,1.7799,0.8456,2.3544,4.0993,2.7785,0.6443,1.106,1.1678,1.1517,1.1705,1.5624,2.2067,1.1275,2.1087,0.8537,7.3074,2.2738,0.9262,1.0497,3.7388,6.9125,2.8212,3.1434,2.2897,1.3142,1.7093,1.0964,1.057,0.7268,3.8185,6.7268,5.3974,2.0154,0.5652,4.7214,1.2664,1.282,3.2712,2.4981,6.695,0.8229,0.7988,0.4852,2.0798,0.9604,2.5872,2.2086,0.8637,0.2194,,1.4194,0.7349,3.5215,2.1756,3.3756,0.6776,3.7147,0.8717,1.435,2.0074,1.8382,2.4337,2.8611,2.6356,2.8046,0.5011,0.2113,1.5716,0.6132
10.357,1.6215,1.3208,2.4322,1.3973,0.7369,2.5007,0.5799,5.447,3.3664,5.5275,1.3128,1.804,0.443,1.9195,4.8322,2.1664,0.9584,1.2349,1.8685,1.353,1.4121,0.6201,1.7074,1.353,1.7463,0.8134,7.0497,1.5329,1.506,1.2027,4.8019,5.5756,2.9742,3.5219,2.5071,1.3625,1.218,1.2252,1.3227,0.7429,3.142,7.4274,7.3303,2.7885,0.8551,5.1402,1.2986,1.0484,2.482,2.5464,6.4132,0.6377,0.7183,0.5657,3.2798,1.0006,2.4341,2.2409,1.1617,1.1698,,1.2422,0.9282,2.3617,2.0065,3.7219,0.4924,3.7791,1.3147,1.3625,1.4114,2.9657,2.8363,3.2154,1.7254,2.7724,0.6381,0.1952,1.7004,1.4346
10.378,2.0805,1.4255,2.1503,1.0671,0.6081,2.2671,0.8295,6.7114,3.5034,5.8738,1.9409,1.8604,0.0725,2.0403,3.753,2.4322,1.0309,1.4121,1.0711,1.5705,0.7678,0.9181,1.353,1.0067,2.8577,0.3463,6.3409,1.2752,1.0389,0.6309,4.1576,4.44,3.5702,2.7407,2.4346,1.0001,1.3308,0.7903,0.8959,1.2825,3.2548,6.6624,9.1827,2.0074,0.7183,4.7778,0.9282,1.0404,1.9343,2.8363,6.5098,0.5169,1.3223,0.9201,4.6248,1.1939,2.9738,1.6369,0.8798,0.7912,,0.9604,1.0006,2.9416,1.5071,4.5434,1.0964,3.4328,0.9764,0.9437,1.8302,2.6033,2.4014,2.869,1.8302,3.2476,0.6542,0.2516,2.538,2.3125
10.399,2.4107,1.2403,1.7315,1.1799,1.2282,1.8,1.1678,8.4591,4.4054,6.3248,1.8926,1.2,0.7973,2.3785,4.2926,2.1503,0.6685,1.0416,0.894,1.5221,0.9208,0.306,1.0953,0.3463,4.0174,0.8698,6.4215,0.8644,1.0953,0.4134,4.0932,3.2561,3.4252,2.8373,2.4668,0.7827,1.7737,1.2011,1.2905,1.516,2.9971,5.4623,9.1263,1.7576,0.9115,4.1576,1.1456,1.0484,2.4256,2.2726,6.0105,1.0887,1.4673,0.6705,4.9389,1.1294,2.8772,1.1456,0.8798,0.308,,0.4207,1.3872,3.7711,1.04,4.6159,1.644,3.4489,0.3402,1.1853,1.9026,1.5966,2.3129,2.555,2.0154,2.9818,1.3629,0.5093,2.538,3.2467
10.42,2.0805,1.4577,1.8765,1.3248,0.5356,1.655,0.8537,10.1181,5.2832,5.1973,2.4564,1.498,0.9584,2.5074,4.4215,1.7315,1.2161,0.4537,0.6604,1.5544,1.1544,0.8859,1.2725,0.9423,2.8658,1.1275,5.5195,0.953,1.6268,0.5906,6.4449,1.9272,3.2883,2.8132,1.8387,0.8632,1.4919,1.7326,1.7254,1.3227,2.7796,4.8341,8.3773,1.1456,1.2256,3.9241,0.8073,0.8954,2.8444,2.3531,5.8897,0.533,1.5558,0.4772,5.2772,0.9121,3.0462,2.2731,0.9604,0.8154,,0.7751,1.8302,4.053,1.5393,3.8346,0.7742,3.0543,0.1147,1.3384,1.9026,1.6449,2.7478,1.8221,1.7335,2.6919,1.0246,0.5737,2.989,3.9554
10.441,3.047,1.9168,2.3195,1.043,0.5758,1.2846,1.6268,11.4792,6.1047,5.3503,3.1973,1.7396,1.2805,3.3691,5.0658,2.0779,1.5785,1.3074,0.6121,1.0711,1.3799,2.2872,1.4738,1.2966,1.698,1.4899,3.9893,0.7517,1.4577,0.5503,5.3818,1.6937,3.2722,2.0964,1.2266,1.2014,1.5482,2.095,1.057,0.5576,2.3125,4.8584,8.3209,1.057,0.6538,4.4315,1.4677,1.9665,2.1598,2.2001,4.7219,0.1706,1.6041,1.0972,3.4167,0.7993,4.5764,1.4355,0.5738,0.2597,,1.6127,1.4677,3.6583,1.8373,3.2548,0.2749,2.6516,0.4932,2.3209,2.9657,2.2812,2.6833,1.4838,1.0489,3.1348,0.5575,0.7107,2.3608,3.8427
10.462,3.4497,3.0282,1.3933,1.2685,0.8416,1.647,1.9812,12.7356,6.5074,6.4617,3.9544,2.8832,1.2483,3.9651,3.6805,2.3195,1.7557,1.7745,0.8376,0.6362,1.5409,2.8591,1.4094,0.9342,1.8027,0.7409,4.3275,1.3396,0.8779,0.7597,3.6422,2.0803,2.942,1.9595,1.7017,0.9196,2.0395,1.9179,1.4435,0.6382,2.4252,2.9818,9.1746,0.6543,0.7988,3.9482,1.2261,2.3854,0.984,2.4417,3.4413,1.1612,2.5545,0.8717,3.1993,0.896,5.2207,2.0476,0.8073,0.1469,,1.2342,0.9362,3.0946,1.5554,3.3273,0.4763,2.7321,0.8234,1.9907,2.563,0.8476,2.3209,2.4745,1.6208,4.1335,0.4206,0.9039,1.4508,3.3031
10.482,3.1517,2.8107,1.651,1.1154,0.6161,1.9611,2.2309,15.5624,6.3624,5.6805,4.9691,3.1732,1.1275,5.3101,3.1893,1.3933,0.8779,2.7812,1.345,0.9584,1.1463,3.4872,0.5315,1.1034,2.9383,0.8295,4.247,2.4832,0.8376,1.1866,5.4784,1.2588,2.9823,1.9434,2.4507,1.4994,2.2892,2.0467,2.4986,1.0328,2.5702,2.3295,9.0216,1.6852,1.4591,3.8516,1.4838,2.8444,0.9115,2.6028,3.6024,1.129,3.3115,0.9604,2.7322,1.7737,5.3818,2.3858,2.104,0.7027,,0.6462,0.8637,3.3926,1.4749,3.5447,0.742,1.8221,1.5563,1.7733,2.6113,0.6382,2.3048,2.4664,1.6852,3.1831,0.5817,0.6704,1.3461,3.4078
10.503,3.5463,2.4644,1.5383,1.5906,1.051,0.6081,3.1087,16.6658,5.3315,5.7772,5.8953,3.447,1.3289,6.7275,3.1732,1.9812,0.5154,2.2255,1.4255,0.9101,1.1221,4.1315,0.6282,1.4577,3.051,1.4497,3.1597,1.4201,1.3691,1.3718,6.0905,1.8226,3.7232,2.6118,2.0078,1.4108,2.8207,2.8038,2.7643,1.1697,1.7004,2.2812,8.2484,1.5966,1.0645,2.7644,1.1859,3.3518,0.9034,2.2404,3.7152,0.7183,3.9477,1.9026,2.7161,1.4919,6.5093,1.8946,1.5805,1.3872,,1.6127,0.6301,2.6435,1.2574,3.0615,0.9514,1.4838,1.5321,2.7639,1.7658,1.5321,1.5799,1.653,2.0637,3.014,1.1857,1.1536,1.7004,3.3192
